0,0,0,0,0,0
0,0,0,0,0,0
1,10,5,4,0,2
0,0,0,0,0,-nan
0,0,0,0,0,0
0,0,0,0,0,0
0,4,3,2,0,1.33333
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,6,4,1,0,1.5
0,0,0,0,0,0
1,0,0,0,0,-nan
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,3,2,0,0,1.5
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,4,3,1,0,1.33333
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,4,4,1,0,1
0,3,2,1,0,1.5
1,8,5,1,0,1.6
0,0,0,0,0,0
1,10,4,1,0,2.5
0,0,0,0,0,0
0,0,0,0,0,0
0,5,4,1,0,1.25
0,0,0,0,0,0
0,0,0,0,0,0
0,3,2,1,0,1.5
0,0,0,0,0,0
0,0,0,0,0,0
0,3,3,2,0,1
0,0,0,0,0,0
0,0,0,0,0,0
0,8,5,2,0,1.6
0,5,5,2,0,1
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
