0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,3,3,2,0,1
1,7,7,0,0,1
0,0,0,0,0,-nan
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,4,3,2,0,1.33333
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
1,17,10,0,0,1.7
0,9,7,2,0,1.28571
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
1,13,8,6,1,1.625
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,-nan
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,-nan
0,0,0,0,0,0
0,0,0,0,0,-nan
0,0,0,0,0,0
0,0,0,0,0,-nan
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
1,13,9,0,0,1.44444
0,0,0,0,0,0
0,0,0,0,0,0
1,14,6,4,0,2.33333
0,0,0,0,0,0
0,6,5,0,0,1.2
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,3,1,0,0,3
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,3,3,1,0,1
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
1,12,7,0,0,1.71429
0,0,0,0,0,0
0,0,0,0,0,0
0,3,3,1,0,1
0,0,0,0,0,0
0,2,2,0,0,1
0,8,5,3,0,1.6
0,0,0,0,0,0
1,11,10,0,0,1.1
0,0,0,0,0,0
0,0,0,0,0,0
1,16,10,0,0,1.6
0,0,0,0,0,0
0,0,0,0,0,0
1,9,7,0,0,1.28571
1,7,6,5,0,1.16667
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,4,4,2,0,1
0,6,5,2,0,1.2
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
1,12,8,6,0,1.5
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
1,14,10,0,0,1.4
1,7,5,4,0,1.4
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,3,3,1,0,1
1,9,5,4,0,1.8
0,0,0,0,0,0
0,0,0,0,0,0
1,14,10,0,0,1.4
1,7,4,1,0,1.75
0,0,0,0,0,0
0,0,0,0,0,0
0,2,2,0,0,1
1,8,5,3,0,1.6
0,0,0,0,0,0
0,7,4,2,0,1.75
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,4,3,1,0,1.33333
0,0,0,0,0,0
0,0,0,0,0,0
0,5,4,1,0,1.25
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,3,2,1,0,1.5
0,0,0,0,0,0
1,13,9,7,0,1.44444
0,5,3,1,0,1.66667
0,5,4,1,0,1.25
0,9,5,1,0,1.8
1,11,9,0,0,1.22222
