1,10,8,6,0,1.25
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,2,2,1,0,1
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,-nan
0,7,4,3,0,1.75
1,14,9,5,0,1.55556
0,0,0,0,0,0
0,0,0,0,0,0
0,5,4,1,0,1.25
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,5,3,2,0,1.66667
0,0,0,0,0,0
0,0,0,0,0,0
1,17,10,0,0,1.7
0,0,0,0,0,0
0,0,0,0,0,0
0,5,4,3,0,1.25
0,0,0,0,0,0
0,0,0,0,0,0
1,9,8,5,0,1.125
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
1,10,7,4,0,1.42857
0,0,0,0,0,0
0,0,0,0,0,0
1,13,10,0,0,1.3
0,5,4,2,0,1.25
1,10,8,4,0,1.25
1,8,5,0,0,1.6
0,0,0,0,0,0
0,0,0,0,0,-nan
0,0,0,0,0,0
0,0,0,0,0,-nan
1,13,10,0,0,1.3
0,0,0,0,0,0
0,0,0,0,0,0
0,8,4,2,0,2
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
1,9,7,4,0,1.28571
0,4,2,1,0,2
1,10,7,6,0,1.42857
0,0,0,0,0,0
0,0,0,0,0,0
1,8,5,1,0,1.6
1,10,5,1,0,2
0,5,5,3,0,1
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
1,7,6,0,0,1.16667
0,0,0,0,0,0
0,0,0,0,0,-nan
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,3,3,1,0,1
0,0,0,0,0,0
0,4,4,3,0,1
1,6,6,4,0,1
0,0,0,0,0,0
1,15,10,0,0,1.5
1,8,6,1,0,1.33333
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
1,12,10,0,0,1.2
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
1,13,10,0,0,1.3
0,3,3,2,0,1
0,0,0,0,0,-nan
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
1,6,5,4,0,1.2
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,4,4,2,0,1
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,-nan
0,0,0,0,0,0
0,7,6,2,0,1.16667
1,12,7,6,0,1.71429
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
1,8,4,0,0,2
0,0,0,0,0,0
1,5,5,4,0,1
0,0,0,0,0,0
0,0,0,0,0,0
0,5,5,1,0,1
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
1,10,6,5,0,1.66667
0,0,0,0,0,-nan
0,0,0,0,0,0
0,0,0,0,0,-nan
0,0,0,0,0,0
1,14,10,0,1,1.4
0,0,0,0,0,0
0,7,6,1,0,1.16667
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
