0.00576269,0.0193348,0,0,0,0.00347565,0.0082228,0,0,0.209132,0.0299373,0,0,0,0.0117695,0.00712563,0,0.0340187,0.122892,0.0046484,0,0,0,0.0530053,0.337776,0,0,0.308269,0.0652215,0.00518433,0.00753986,0,0,0.0219828,0.0170024,0.0117814,0,0.0103128,0.0167191,0.148474,0.246354,0.594078,0.19425,0.251012,0,0,0.0174953,0.0042183,0.0311252,0,0.0372563,0,0.0318081,0.0130361,0,0.249977,0.431825,0.984792,0.927861,0.509247,0.0787733,0.00177575,0.0223457,0.00824101,0.00626118,0.0146536,0.0155245,0.0194363,0,0.0319841,0.0303804,0.225148,0.436166,0.974071,1,0.456526,0.0332121,0.00771588,0.0109325,0.0261076,0.00702371,0.0260516,0.0317373,0,0.00399151,0.025465,0.044361,0.00671388,0.325307,0.292238,0.488272,0.246745,0.0274287,0,0.00843002,0.00805355,0.0523605,0.0132044,0.0102425,0,0.0189633,0.0022724,0.00745096,0.00236263,0.0141758,0.0888953,0.0324803,0,0,0.0146817,0.0133202,0.0231446,0,0.00418007,0.00679316,0.0107327,0.00702826,0.00700872,0.00216139,0.0127549,0,0,0.00955001,0,0,0,0,0.00287564,0.0354153,0,0,0.07769,0.0077768,0,0.0097625,0.0374544,0.0165727,0.0260783,0.00467183,0.0138842,0.0159925,0.00973804,0,0.0224088,0.00928117,0,0,0,0,0,0,0.00833486,0,0,0,0,0.0332835,0,0,0
0,0.00474336,0,0,0,0.00509373,0.0118245,0,0,0.00372525,0,0,0,0,0.00517358,0.00661879,0,0,0.0159528,0.0102923,0,0,0,0,0.00423805,0,0,0.00346958,0.0121547,0,0.00547102,0,0.00186368,0,0,0.031925,0.112717,0.166985,0.00370313,0.00335317,0.00352271,0.000657707,0.000838864,0.00232396,0,0.00684966,0,0,0,0.0102409,0.00576777,0.219811,0.38957,0.172803,0,0.00401543,0.00579778,0,0.00501745,0.00477569,0,0,0,0.0188071,0.0138147,0,0.0161173,0.214253,1,0.105634,0.00623418,0,0.00639811,0.00148568,0,0,0.00575885,0.0123229,0.00825867,0.00977205,0.000583263,0.00416999,0,0.00474229,0.021276,0.018958,0,0.00798045,0.000556941,0,0,0,0.00715083,0,0.00703344,0.00709365,0,0,0,0.00177519,0,0,0,0,0,0,0.00168819,0,0.0042627,0,0,0,0,0.0201785,0,0,0.0069491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00249924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.245521,0.234317,0,0,0,0.131457,0.123412,0,0,0.11371,0.125782,0,0,0,0.213733,0.151876,0,0.539581,0.428512,0.227467,0.223326,0,0,0.141178,0.0556601,0,0,0.0218193,0.0371131,0.0390641,0.00713298,0,0.075098,0.253458,0.808739,0.696146,0.217869,0.1861,0.122842,0.0784594,0.0166133,0.00620043,0.0298332,0.00656713,0.038945,0.0197725,0.0248376,0.023956,0.385207,0.516565,1,0.460243,0.225297,0.161319,0.00821054,0.0261922,0.00398602,0.0235049,0.0212358,0.0130778,0.074941,0.016158,0.0147019,0.0331901,0.344491,0.193728,0.391911,0.302507,0.162852,0.113108,0.0315581,0.0191337,0,0.0169227,0.00274149,0.0106854,0.00153318,0.0102999,0.00454052,0.011249,0.119606,0.266561,0.34054,0.115901,0.00917077,0.0316486,0.0384788,0.01395,0.012918,0.0106324,0.00643931,0,0.0171893,0.0167689,0.0160774,0,0.0166291,0.0106707,0.00742938,0.0231097,0.00689069,0.0109487,0,0.0139339,0.0366802,0.000975453,0.0111929,0.00649443,0.00551804,0.00468503,0,0.00615615,0,0.0042197,0,0.0039231,0,0,0.004282,0.000611935,0,0.00435043,0,0.0111489,0.0116664,0,0,0.00610705,0,0.00322456,0.00953594,0.00116208,0.0253187,0.0275099,0.0258894,0.0112002,0.00459721,0.00603893,0.0154802,0.00958824,0.00774099,0,0,0.0104234,0.0237527,0,0,0.0197499,0,0,0,0.00471891,0,0,0,0,0.00468213,0,0,0
0.00120062,0,0,0,0,0.00694697,0,0,0,0,0.0034886,0,0,0,0.000861927,0.00400274,0,0.00408266,0.00131226,0,0,0,0,0.00438056,0.0042623,0,0,0.00524793,0.0065691,0.00913949,0.0419778,0,0.00348457,0.00517965,0,0,0,0.00497259,0,0,0,0.00425193,0.00413587,0,0.0143871,0.0277738,0.0908557,0.0600014,0.0253974,0.0040928,0,0.00238413,0.00182554,0.00204458,0.00134659,0.00259119,0.00288503,0.0135914,0.0118441,0.00959107,0.00969214,0.151677,0.160892,0.136035,0.109236,0.00481578,0,0,0.00366926,0,0.000926146,0.00996751,0.00105285,0.00512264,0,0.00676627,0.00776649,0.079153,0.0709209,0.152281,0.519565,0.00764923,0,0,0.00435805,0.00340509,0.00521256,0,0.00364031,0,0,0.0153784,0.0202289,0.127191,0.456104,1,0.0901094,0.00783002,0.0216245,0.00231761,0.0110564,0.00401363,0.0017136,0.00212978,0,0.0157723,0.00451381,0.012305,0.0149078,0.0396429,0.138891,0.253388,0,0.00620815,0.00542832,0,0.0123697,0.00244202,0,0.00389356,0.00323857,0.00318499,0.00263828,0,0.0178376,0.00799409,0.00683146,0.00613163,0.00430548,0.00390905,0.0169191,0.00297206,0.00541866,0.00567522,0,0.0205352,0,0,0,0.00521633,0.00411939,0.00551345,0.00596087,0.0035454,0.00452029,0,0,0.00348238,0,0,0,0,0,0,0,0,0.00316092,0,0,0
0.00786337,0.00263897,0,0,0,0,0.00817386,0,0,0.00485491,0.00216378,0,0,0,0.00823685,0.00404844,0,0.00283115,0.000360468,0,0,0,0,0.0109346,0,0,0,0.00405329,0.007876,0,0.00230768,0,0.00183859,0.0024019,0.00755186,0.00833406,0,0.00524874,0,0.00910746,0,0.00687165,0,0.00231585,0.00326185,0.0032713,0,0.00128235,0,0,0.00204795,0.0033323,0.00675347,0.00649148,0.00306365,0.0220333,0.0567961,0.0775343,0.0056171,7.45494e-05,0.00752248,0,0.0111784,0.00336044,0.0090914,0.0178118,0.004763,0,0.00434152,0,0.0309334,0.205678,0.150851,0.25975,0.110406,0.0466403,0.019139,0.00655312,0.0067643,0.0201336,0.00116094,0,0.000341019,0.011547,0.00800513,0.0105709,0.159043,0.105522,0.322106,0.352982,0.321104,0.188323,0.00585241,0.0103428,0.0101342,0.00104126,0.00284219,0.00330621,0.00512484,0,0.00705702,0.00722299,0.113293,0.140124,0.234061,1,0.252682,0.155153,0.00943956,0.0119644,0.0162846,0.00479991,0,0.0054456,0.00937312,0.00490449,0.00606155,0.0114201,0.115719,0.0910871,0.0403128,0.129438,0.0712989,0.072411,0.00651231,0.00600717,0.00944315,0,0.00202697,0.00843373,0.00564225,0.00401382,0,0.006548,0.0090083,0.139173,0.0794171,0.152888,0.137026,0.00685363,0.0179156,0.0108598,0,0.009107,0.0107617,0,0,0.008657,0,0,0,0.0170127,0,0,0,0,0.00633642,0,0,0
0.00191477,0.0111008,0,0,0,0,0,0,0,0.0178986,0.0106028,0,0,0,0.00919166,0,0,0.00738721,0,0.0128914,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00426687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0106226,0.0189565,0.0187985,0,0,0,0,0.00846607,0,0,0.014713,0,0,0,0,0,0,0.00657608,0,0,0,0.00677473,0,0,0.00372294,0.00810172,0.00481929,0,0.0172186,0,0,0,0.00600725,0.0129783,0.00656955,0.0161423,0.0122774,0.00345859,0,0.00721884,0.0171733,0.00491484,0.0200955,0.0239772,0.0149237,0.00599841,0.0687503,0.00476403,0.0162679,0.0214402,0,0.0187695,0,0.0078553,0.0317003,0.0187563,0.0787409,0.0122699,0.059664,0.0237319,0.0218793,0.0370179,0.0109445,0.0041926,0,0.0148659,0.0512306,0.0774396,0.354543,0.277309,0.151875,0.207128,0.140458,0.0686226,0.120805,0.0453596,0.00489702,0.063454,0.0307795,0.0119301,0.419916,0.379593,0.244886,0.455359,0.413023,0.474393,0.404363,0.38574,0.459182,0.495099,0.536444,0.47429,0.41439,0.351373,0.483588,0.328997,0.73765,0,0,1,0,0,0,0.647653,0,0,0,0,0.858918,0,0,0
0,0.00522055,0,0,0,0,0.0776867,0,0,0.0692829,0.0387283,0,0,0,0.00985398,0.0183388,0,0,0,0.0356858,0.109891,0,0,0.260269,0.163774,0,0,0.0460767,0.00566517,0.000432319,0.0101654,0,0,0,0.00510864,0.00248064,0.0215662,0.143508,0.101789,0.254148,0.203478,0.28158,0.00664794,0.0219803,0.0024801,0.00891163,0,0,0,0,0.0173705,0.00756454,0.0111183,0.116236,0.272756,1,0.516027,0.530262,0.0210682,0.00174016,0.0032266,0.00763343,0.00951122,0.0189314,0.00512083,0.00106856,0.0192287,0.00660343,0.0128736,0.0209083,0.316873,0.806999,0.675337,0.611003,0.0267958,0,0.00492123,0.00804783,0.00399162,0.0180408,0,0.00336136,0.00160366,0,0.00898349,0.0238266,0.158703,0.189029,0.189246,0.0516075,0,0.0150324,0.0080797,0.00997557,0.00322318,0.0230681,0.00958235,0.00522441,0.00607169,0.00564276,0.00168081,0.00569074,0.0208464,0.0150819,0.00357536,0.00601684,0.00460766,0,0.0102367,0.00574989,0.0196405,0.00201962,0,0.00514236,0,0,0.00538258,0.0044724,0,0.000646344,0,0,0.00316652,0,0,0.00545067,0.00543255,0.0018967,0.00419144,0.0106124,0.00150962,0.00255097,0,0.00509024,0,0.00640975,0.00877931,0.00680769,0,0.0577032,0.0104156,0,0.00676529,0,0.00560268,0,0,0.027871,0,0,0,0.00648764,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.0257604,0,0,0,0,0,0,0,0,0,0,0,0,0.0748876,0,0,0,0,0,0,0,0.0124132,0,0,0.00788676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0261572,0,0,0,0,0,0,0,0,0,0,0,0.0103702,0,0,0.0272182,0.00373773,0,0,0,0,0,0,0,0,0,0.0821772,0,0.701037,0.84017,0.725991,0.294014,0.0535571,0,0.0295285,0,0,0,0,0,0,0.0101713,0,0.039596,0.75729,0.506319,0.181781,0.354976,0.0220503,0.0331161,0,0,0,0,0,0,0,0,0.0265967,0.00475832,0.459049,0.0499026,0.177345,0.134541,0.301536,0,0,0.0088855,0,0,0,0,0,0,0,0,0.826439,1,0.356929,0.827252,0.162162,0,0.0395336,0.0430161,0.0118026,0,0,0,0,0,0,0.0141141,0,0,0,0,0,0,0,0,0.0312478,0,0,0
0.00713318,0,0,0,0,0.00632858,0,0,0,0,0.0147416,0,0,0,0,0.000226067,0,0,0.00208379,0,0,0,0,0,0.00472004,0,0,0,0,0,0,0,0,0,0.00487921,0.00532614,0,0.0175193,0,0.00506341,0,0,0,0.00708302,0.00658947,0.0130097,0,0.00722504,0,0,0,0.0827935,0.0056888,0,0,0,0.0019998,0.00923108,0,0.00153585,0.0146841,0,0,0,0,0,0,0,0.00326582,0.0263165,0.00389717,0.00102648,0.00596639,0.00350887,0,0,0.00808876,0.00567042,0,0,0.00813593,0.00259164,0.0148024,0.00696903,0.0210973,0.00589798,0.0128941,0.0101178,0.0639756,0.0658747,0.0346033,0.01361,0.00293123,0.00587588,0.0270015,0.00450643,0,0.00628829,0.00383971,0,0.0162197,0.00502467,0.0309523,0.169212,0.210428,0.365104,0.0933038,0.202592,0.0380272,0.0188887,0.0240078,0.0301427,0,0.00710225,0,0.00427841,0,0.0137317,0.111263,0.23625,0.308151,0.207162,0.284403,0.163919,0.00851831,0.00464865,0.00305872,0.0187637,0.00402648,0.00301182,0.00119115,0.0123633,0.00550247,0.121563,0.317263,0.478257,1,0.784647,0.355843,0.340279,0.247341,0.0720339,0.0121825,0.0349148,0.380891,0,0,0.52706,0,0,0,0.721895,0,0,0,0,0.541255,0,0,0
0.0335159,0.00604412,0,0,0,0.0168684,0.0141847,0,0,0.0195981,0.00619232,0,0,0,0,0,0,0.00330459,0.00701014,0.0174586,0.029315,0,0,0.0826785,0.00820111,0,0,0.0329351,0.00306794,0,0,0,0.00335411,0,0.00529849,0.0060949,0.0426222,0.164519,0.155896,0.141616,0.0875298,0.00727247,0.00218151,0.00675796,0.0182589,0.000309189,0,0.000395283,0.00455737,0,0.00424577,0.0029188,0.0814019,0.220057,1,0.2386,0.114234,0.00539324,0.00261478,0.000269905,0,0,0.00635631,0,0.00118446,0.0251828,0.00771246,0.0240085,0.0202503,0.14929,0.238574,0.276536,0.0315079,0.00363947,0,0,0,0,0,0,0.000418268,0,0.00266368,0.0260107,0.00337367,0.000362088,0.15394,0.0760307,0.00159357,0.00280835,0,0.00367918,0.00680837,0,0.0074348,0.000846514,0,0,0,0,0.000743557,0,0.00411257,0,0.00211025,0,0.00396332,0,0,0.0012916,0,0.00178062,0,0,0,0.00332579,0,0.00918429,0,0,0.00200573,0,0.00498163,0,0,0.00483295,0,0.000700081,0.00390993,0,0,0.00391137,0.00361449,0.00198391,0,0.00189858,0.0013318,0.00288991,0,0.00380203,0,0,0.00620368,0.00410853,0,0,0,0.00058309,0,0,0,0.04284,0,0,0,0,0,0,0,0
