1,10,8,0,0,1.25
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,-nan
0,7,4,3,1,1.75
0,0,0,0,0,0
1,8,6,0,0,1.33333
0,0,0,0,0,0
0,0,0,0,0,0
0,5,4,2,0,1.25
0,0,0,0,0,-nan
0,0,0,0,0,0
0,7,4,2,0,1.75
1,11,8,6,0,1.375
0,0,0,0,0,0
0,7,5,1,0,1.4
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,5,5,3,0,1
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,4,3,2,0,1.33333
1,14,10,0,0,1.4
1,8,6,4,0,1.33333
0,0,0,0,0,-nan
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,-nan
0,0,0,0,0,0
0,2,2,0,0,1
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,7,4,0,0,1.75
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
1,10,8,6,0,1.25
0,6,4,2,0,1.5
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,-nan
0,0,0,0,0,0
1,9,7,6,0,1.28571
0,0,0,0,0,0
1,10,6,5,0,1.66667
1,13,10,0,0,1.3
0,0,0,0,0,-nan
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,7,7,2,0,1
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,-nan
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,7,5,4,0,1.4
0,0,0,0,0,0
0,8,4,2,0,2
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,-nan
0,0,0,0,0,0
0,2,1,0,0,2
0,0,0,0,0,0
1,6,5,0,0,1.2
0,0,0,0,0,0
1,8,6,4,0,1.33333
0,0,0,0,0,0
1,6,4,1,0,1.5
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,-nan
1,15,10,0,1,1.5
1,6,5,4,0,1.2
1,10,7,5,0,1.42857
0,0,0,0,0,0
0,0,0,0,0,0
1,10,10,0,0,1
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,8,6,2,0,1.33333
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,2,2,1,0,1
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
1,13,10,0,0,1.3
0,0,0,0,0,0
0,0,0,0,0,0
